"","Name","Address","City","State","Zip","Phone_Number"
"24","TOM & LIN'S KITCHENETTE","2221 S MICHIGAN ST","SOUTH BEND","IN","46613","(574) 289-1513"
"25","FRICK'S DAIRY QUEEN","3907 S MICHIGAN ST","SOUTH BEND","IN","46614","(574) 291-2330"
"26","MARTIN'S SUPER MARKETS #11","926 ERSKINE PLZ","SOUTH BEND","IN","46614","(574) 291-3571"
"27","PROVIDENT MINISTRIES, LTD","3402 S LOCUST RD","SOUTH BEND","IN","46614","(574) 968-1566"
"28","LIFE TREATMENT CENTERS","1402 S MICHIGAN ST","SOUTH BEND","IN","46628","(574) 233-5433"
"29","MC DONALD'S 4584","1519 N IRONWOOD DR","SOUTH BEND","IN","46635","(574) 277-0193"
"30","SUPER 8 MOTEL","4124 AMERITECH DR","SOUTH BEND","IN","46628","(574) 243-0200"
"31","EAST BANK EMPORIUM","121 S NILES AVE","SOUTH BEND","IN","46601","(574) 234-9000"
"32","REAL SERVICES, INC.","121 GARST ST","SOUTH BEND","IN","46634","(574) 256-1649"
"33","MC DONALD'S 3597","4711 MIAMI ST","SOUTH BEND","IN","46614","(574) 291-8838"
"34","GARDEN WOK","919 N BENDIX DR","SOUTH BEND","IN","46628","(574) 287-6633"
"35","ELIA'S INC","2128 SOUTH BEND AVE","SOUTH BEND","IN","46637","(574) 277-7239"
"36","SPEEDWAY #6620","1706 SOUTH BEND AVE","SOUTH BEND","IN","46635","(574) 271-8385"
"37","HACIENDA MEXICAN RESTAURANT","4650 MIAMI ST","SOUTH BEND","IN","46614","(574) 291-2566"
"38","CJ'S PUB","236 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 233-5981"
"39","KFC #183","5011 W WESTERN AVE","SOUTH BEND","IN","46601","(574) 287-7676"
"40","SAINT JOHN THE BAPTIST CATHOLI","3616 SAINT JOHNS WAY","SOUTH BEND","IN","46628","(574) 232-9849"
"41","KFC #182","4207 S MICHIGAN ST","SOUTH BEND","IN","46614","(574) 291-0083"
"42","LITTLE CAESARS PIZZA","4329 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 855-3654"
"43","BILL'S PLACE RESTAURANT","2105 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 282-2002"
"44","MC DONALD'S 25100","3402 PORTAGE AVE","SOUTH BEND","IN","46628","(574) 273-4907"
"45","LA ESPERANZA, LLC","1636 N IRONWOOD DR","SOUTH BEND","IN","46637","(574) 273-0345"
"46","GREEN STAR CAFE","1605 MIAMI ST","SOUTH BEND","IN","46613-2817","(574) 287-9606"
"47","BOB'S PUB/RETO, INC","1406 PORTAGE AVE","SOUTH BEND","IN","46616","(574) 233-0635"
"48","ANGELOS FAMILY RESTAURANT","4301 S MICHIGAN ST","SOUTH BEND","IN","46614","(574) 299-9614"
"49","KNIGHTS OF COLUMBUS #5570","5202 LINDEN AVE","SOUTH BEND","IN","46628","(574) 233-9717"
"50","EINSTEIN BROS. BAGELS","2019 SOUTH BEND AVE","SOUTH BEND","IN","46637","(574) 272-2622"
"51","FAITH BAPTIST CHURCH OF S.B.","1002 BLAINE AVE","SOUTH BEND","IN","46616","(574) 233-6428"
"52","I & M DELI","702 LINCOLN WAY E","SOUTH BEND","IN","46601-3223","(574) 232-6341"
"53","MAXI'S FOOD & SPIRITS","114 W IRELAND RD","SOUTH BEND","IN","46614","(574) 291-9181"
"54","MY PLACE ENTERPRISES","1509 PORTAGE AVE","SOUTH BEND","IN","46616","(574) 233-0157"
"55","SUBWAY OF SOUTH BEND V, INC","113 W WASHINGTON ST","SOUTH BEND","IN","46601","(574) 289-1288"
"56","7-ELEVEN #32587","901 S MAYFLOWER RD","SOUTH BEND","IN","46615","(574) 287-8814"
"57","LB FOOD MART INC.","1623 LINCOLN WAY W","SOUTH BEND","IN","46628-2615","(574) 233-4168"
"58","DAINTY MAID BAKE SHOP, INC","231 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 232-8219"
"59","MANDARIN HOUSE RESTAURANT","2104 EDISON RD","SOUTH BEND","IN","46615","(572) 287-4414"
"60","LINCOLNWAY MINI MART INC.","705 LINCOLN WAY W","SOUTH BEND","IN","46616-1123","(574) 288-5030"
"61","LONG JOHN SILVER'S #43","319 N HICKORY RD","SOUTH BEND","IN","46615-3303","(574) 288-6847"
"62","LOCOS MEXICAN RESTAURANT","3801 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 287-0020"
"63","KFC","3924 PORTAGE AVE","SOUTH BEND","IN","46628","(269) 683-8666"
"64","CORBY'S LOUNGE, INC","441 E LASALLE AVE","SOUTH BEND","IN","46601","(574) 233-5326"
"65","M R FALCON'S","3212 KELLER ST","SOUTH BEND","IN","46628","(574) 288-1090"
"66","MCCLURE OIL #50","2304 EDISON RD","SOUTH BEND","IN","46615","(765) 677-9021"
"67","SUBWAY OF SOUTH BEND VI, INC","135 E IRELAND RD","SOUTH BEND","IN","46614","(574) 299-8306"
"68","JEANNIE'S TAVERN","621 S BENDIX DR","SOUTH BEND","IN","46619","(574) 288-2962"
"69","SUBWAY OF SOUTH BEND VII, INC","3701 PORTAGE AVE","SOUTH BEND","IN","46628","(574) 271-6807"
"70","AKASHDEEP PETROLEUM INC. DBA A","2130 MISHAWAKA AVE","SOUTH BEND","IN","46615-1625","(574) 234-8444"
"71","JAMBA JUICE","1234 N EDDY ST","SOUTH BEND","IN","46617","(574) 232-0970"
"72","HOLY CROSS SCHOOL","1020 WILBER ST","SOUTH BEND","IN","46628","(574) 233-2179"
"73","SUBWAY OF SOUTH BEND IX, INC","5316 W WESTERN AVE","SOUTH BEND","IN","46614","(574) 234-4338"
"74","CHIPOTLE MEXICAN GRILL","1251 N EDDY ST","SOUTH BEND","IN","46617","(303) 390-5621"
"75","BARNABY'S","713 E JEFFERSON BLVD","SOUTH BEND","IN","46617","(574) 288-4981"
"76","SUBWAY","3301 LINCOLN WAY W","SOUTH BEND","IN","46628","(574) 855-1449"
"77","POTAWATOMI POOL CONCESSION","2000 WALL ST","SOUTH BEND","IN","46615","(574) 235-9438"
"78","KING GYROS OF SOUTH BEND","5105 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 288-7010"
"79","SHRIMP MAX OF SOUTH BEND INC","4712 W WESTERN AVE","SOUTH BEND","IN","46619-2306","(574) 234-6666"
"80","SOUTHSIDE CHRISTIAN CHURCH","1329 E JACKSON RD","SOUTH BEND","IN","46614","(574) 292-1156"
"81","PENTECOSTAL CATHEDRAL CHURCH","1025 W WESTERN AVE","SOUTH BEND","IN","46601-2751","(574) 232-4253"
"82","J W CHEN'S CHINESE CUISINE","1835 SOUTH BEND AVE","SOUTH BEND","IN","46637-5637","(574) 271-2777"
"83","ARBY'S ROAST BEEF #1157","3425 LINCOLN WAY W","SOUTH BEND","IN","46628-1454","(574) 233-5592"
"84","CLUB LANDING","1717 LINCOLN WAY E","SOUTH BEND","IN","46613-3420","(574) 289-4122"
"85","CORPUS CHRISTI CHURCH","2822 CORPUS CHRISTI DR","SOUTH BEND","IN","46628","(574) 272-9982"
"87","BRUNO'S ORIGINAL PIZZA","2610 PRAIRIE AVE","SOUTH BEND","IN","46614","(574) 288-3320"
"88","SAINT JOSEPH SCHOOL","216 N HILL ST","SOUTH BEND","IN","46617","(574) 234-0451"
"89","WENDY'S #563","4227 S MICHIGAN ST","SOUTH BEND","IN","46614","(574) 291-6171"
"90","CAPONE'S","2018 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 307-3138"
"91","JOHN ADAMS HIGH SCHOOL","808 S TWYCKENHAM DR","SOUTH BEND","IN","46624","(574) 283-7724"
"92","JIMMY JOHNS","3600 PORTAGE AVE","SOUTH BEND","IN","46628","(574) 273-8000"
"93","BROWN INTERMEDIATE SCHOOL","737 BEALE ST","SOUTH BEND","IN","46616","(574) 284-1206"
"94","COQUILLARD PRIMARY CENTER","1245 N SHERIDAN ST","SOUTH BEND","IN","46628","(574) 283-8617"
"95","SUBWAY","1615 PORTAGE AVE","SOUTH BEND","IN","46616","(574) 289-0000"
"96","DICKINSON FINE ARTS ACADEMY","4404 ELWOOD AVE","SOUTH BEND","IN","46624","(574) 283-7634"
"97","DAVE'S PUB","3013 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 237-9195"
"98","JACKSON INTERMEDIATE SCHOOL","5001 MIAMI ST","SOUTH BEND","IN","46614","(574) 231-5654"
"99","7-ELEVEN #32573B","501 E LASALLE AVE","SOUTH BEND","IN","46617","(574) 234-5221"
"100","MINI MART","3227 W SAMPLE ST","SOUTH BEND","IN","46619","(574) 288-7790"
"101","JEFFERSON INTERMEDIATE SCHOOL","528 S EDDY ST","SOUTH BEND","IN","46617","(574) 283-8726"
"103","LAFAYETTE TRADITIONAL SCHOOL","245 N LOMBARDY DR","SOUTH BEND","IN","46624","(574) 283-8657"
"104","BENDIX FAMILY RESTAURANT","4920 W WESTERN AVE","SOUTH BEND","IN","46601","(574) 287-3037"
"106","MADISON PRIMARY SCHOOL","832 N LAFAYETTE BLVD","SOUTH BEND","IN","46601","(574) 283-5352"
"107","PILOT TRAVEL CENTER #035","6424 W BRICK RD","SOUTH BEND","IN","46628","(865) 588-7488"
"108","CAREER ACADEMY SOUTH BEND","3801 CRESCENT CIR","SOUTH BEND","IN","46628","(574) 299-9800"
"109","MARQUETTE MONTESSORI SCHOOL","1818 BERGAN ST","SOUTH BEND","IN","46628","(574) 283-8397"
"110","THE ORIGINAL PANCAKE HOUSE","1430 N IRONWOOD DR","SOUTH BEND","IN","46635","(574) 232-3220"
"112","MARSHALL INTERMEDIATE SCHOOL","1433 BYRON DR","SOUTH BEND","IN","46614","(574) 231-5827"
"113","ROCCO'S RESTAURANT","537 N SAINT LOUIS BLVD","SOUTH BEND","IN","46617","(574) 233-2464"
"115","O G CHINESE RESTAURANT","1341 PORTAGE AVE","SOUTH BEND","IN","46680","(574) 289-8899"
"116","MICHIANA VESUVIOS","117 E WAYNE ST","SOUTH BEND","IN","46601","(574) 234-2183"
"117","7-ELEVEN #18316","1827 MIAMI ST","SOUTH BEND","IN","46613","(574) 232-0707"
"119","SAINT JOSEPH COUNTY JAIL","401 W SAMPLE ST","SOUTH BEND","IN","46601","(574) 245-6508"
"120","LINDEN GRILL","4333 W WESTERN AVE","SOUTH BEND","IN","46619-2614","(574) 246-0250"
"121","SAINT JOSEPH COUNTY JUVENILE J","1000 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 235-5402"
"122","INTERFAITH CHRISTIAN UNION","702 LINCOLN WAY W","SOUTH BEND","IN","46616-1122","(574) 287-4700"
"123","PALACIO TROPICAL","2012 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 288-9074"
"124","SAYLOR'S PIZZA","1725 S MICHIGAN ST","SOUTH BEND","IN","46613","(574) 233-5935"
"126","RALLY'S","2021 S MICHIGAN ST","SOUTH BEND","IN","46613","(574) 234-3407"
"127","PIZZA HUT","5113 W WESTERN AVE","SOUTH BEND","IN","46619","(506) 328-4631"
"128","SUNNY ITALY CAFE","601 N NILES AVE","SOUTH BEND","IN","46617","(574) 262-9620"
"130","SOUTH BEND CHRIST TEMPLE COGIC","1212 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 233-9033"
"131","ORIENTAL EXPRESS","1229 E IRELAND RD","SOUTH BEND","IN","46614-3448","(574) 291-5588"
"132","ARBY'S ROAST BEEF #677","1807 LINCOLN WAY E","SOUTH BEND","IN","46613-3422","(574) 299-6487"
"133","MIDWEST KOSHER & DELI","560 W IRELAND RD","SOUTH BEND","IN","46614","(757) 450-7540"
"134","CAFE NAVARRE","101 N MICHIGAN ST","SOUTH BEND","IN","46601","(574) 968-8101"
"135","NICK'S PATIO RESTAURANT","1710 N IRONWOOD DR","SOUTH BEND","IN","46635","(574) 277-7400"
"136","ICHIBAN GOLDEN DRAGON","1733 SOUTH BEND AVE","SOUTH BEND","IN","46637","(574) 271-8899"
"137","POPEYE'S LOUISIANA KITCHEN","2605 LINCOLN WAY W","SOUTH BEND","IN","46628-1937","(574) 232-0000"
"138","POP STYLE","225 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 232-7895"
"139","KELLY'S PETROLEUM","3301 PORTAGE AVE","SOUTH BEND","IN","46628","(574) 849-2999"
"140","EUREST HONEYWELL","3520 WESTMOOR ST","SOUTH BEND","IN","46628-1373","(574) 231-2517"
"141","GREATER ST JOHN MISSIONARY","101 N ADAMS ST","SOUTH BEND","IN","46628","(574) 232-6700"
"143","FAITH UNITED METHODIST CHURCH","802 E EWING AVE","SOUTH BEND","IN","46613","(574) 288-1777"
"145","AIR HOST RESTAURANT & LOUNGE","4667 PROGRESS DR","SOUTH BEND","IN","46628","(574) 289-8786"
"146","MORRIS PARK COUNTRY CLUB","2200 MCKINLEY AVE","SOUTH BEND","IN","46615","(574) 233-9474"
"147","TORCH LOUNGE, INC","1817 S MICHIGAN ST","SOUTH BEND","IN","46613","(574) 234-6863"
"148","DISMAS HOUSE OF SOUTH BEND","521 S SAINT JOSEPH ST","SOUTH BEND","IN","46601","(574) 233-8522"
"149","GREATER HOLY TEMPLE C.O.G.I.C.","710 NAPOLEON ST","SOUTH BEND","IN","46617","(574) 234-2351"
"150","WESTSIDE DEMOCRATIC CLUB","617 S WARREN ST","SOUTH BEND","IN","46619","(574) 287-4091"
"151","PEACHES, INC","1811 S MICHIGAN ST","SOUTH BEND","IN","46613","(574) 287-6933"
"152","SPEEDWAY #6636","1110 E IRELAND RD","SOUTH BEND","IN","46614","(574) 291-0395"
"153","OLIVER INN","630 W WASHINGTON ST","SOUTH BEND","IN","46601","(574) 232-4545"
"154","SUMMIT CLUB OF S.B., INC.","211 W WASHINGTON ST","SOUTH BEND","IN","46601","(574) 232-3081"
"155","VICTORY BAR INC","907 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 289-5212"
"156","PAPA JOHN'S #1","1827 SOUTH BEND AVE","SOUTH BEND","IN","46637-5637","(574) 271-1177"
"157","V.F.W. GOLDEN HILL POST 8748","718 JOHNSON ST","SOUTH BEND","IN","46628","(574) 232-2787"
"159","TGI FRIDAY'S #2272","1240 E IRELAND RD","SOUTH BEND","IN","46614","(574) 291-9070"
"160","EVANGELICAL COVENANT CHURCH","3025 EDISON RD","SOUTH BEND","IN","46615","(574) 234-5619"
"161","SAINT CASIMIR CATHOLIC CHURCH","1308 DUNHAM ST","SOUTH BEND","IN","46619","(574) 287-9551"
"162","JENNY'S BAKERY","740 S WALNUT ST","SOUTH BEND","IN","46619","(574) 283-0211"
"163","SOUTH BEND MAENNERCHOR CLUB","219 SYCAMORE ST","SOUTH BEND","IN","46617","(574) 288-9343"
"165","BURGER DAIRY","4023 W SAMPLE ST","SOUTH BEND","IN","46637","(574) 288-0507"
"166","TACO BELL OF AMERICA LLC #1739","231 E IRELAND RD","SOUTH BEND","IN","46614","(317) 596-3260"
"167","THE VIEW TAVERN","515 E JEFFERSON BLVD","SOUTH BEND","IN","46601","(574) 288-8439"
"168","EDDY STREET FOOD MART","334 N EDDY ST","SOUTH BEND","IN","46617-2301","(574) 387-5457"
"169","INDULGENCE PASTRY SHOP & CAFE","3622 EDISON RD","SOUTH BEND","IN","46615-3716","(574) 232-2955"
"170","BREADSMITH","2022 SOUTH BEND AVE","SOUTH BEND","IN","46637","(574) 273-9130"
"171","SOUTHEAST LITTLE LEAGUE","455 S JACKSON ST","SOUTH BEND","IN","46614","(574) 231-9625"
"172","NANDI CORP.  DBA 7-ELEVEN, INC","1233 N EDDY ST","SOUTH BEND","IN","46617","(574) 234-2571"
"174","PARISI'S RESTAURANT","1412 SOUTH BEND AVE","SOUTH BEND","IN","46617","(574) 232-4244"
"175","J J FISH-DO NOT USE","2324 LINCOLN WAY W","SOUTH BEND","IN","46628-2516","(574) 234-3660"
"176","BREAD OF LIFE FREE FOOD KITCHE","2406 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 327-5578"
"177","HOOSIER TAP & GRILLE","718 W INDIANA AVE","SOUTH BEND","IN","46613","(574) 289-4318"
"178","THE WELL @ RIVER PARK GRACE","2410 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 387-2410"
"179","PEDRO'S FAMILY RESTAURNT","3314 PORTAGE AVE","SOUTH BEND","IN","46628","(574) 273-3124"
"180","NUEVA VIDA","2013 FORD ST","SOUTH BEND","IN","46619","(574) 339-8332"
"182","HOWARD PARK ICE RINK","219 S SAINT LOUIS BLVD","SOUTH BEND","IN","46617","(574) 235-9451"
"183","PROFESSIONAL SPORTS CATERING","501 W SOUTH ST","SOUTH BEND","IN","46601","(574) 367-2513"
"184","MIAMI STOP AND GO","1914 MIAMI ST","SOUTH BEND","IN","46601","(574) 288-5222"
"185","KWIK MART","2603 S MICHIGAN ST","SOUTH BEND","IN","46614","(574) 289-1860"
"187","PITTS BBQ","1526 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 232-0667"
"188","ECONOMY INN","3233 LINCOLN WAY W","SOUTH BEND","IN","46628-1450","(574) 232-9019"
"189","EDIBLE ARRANGEMENTS","123 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 234-8182"
"190","TOSCANA PIZZA & PASTA","1724 N IRONWOOD DR","SOUTH BEND","IN","46635","(574) 247-7010"
"191","THE FRIENDLY CONFINES","1502 DUNHAM ST","SOUTH BEND","IN","46619","(574) 294-8866"
"192","KNIGHTS OF COLUMBUS #553","553 E WASHINGTON ST","SOUTH BEND","IN","46617","(574) 234-9800"
"193","THE LANDING CATERING","2801 S MICHIGAN ST","SOUTH BEND","IN","46614","(574) 299-9126"
"194","7-ELEVEN #27054","2207 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 232-1797"
"195","WOOCHI JAPANESE FUSION & BAR","123 W WASHINGTON ST","SOUTH BEND","IN","46601","(574) 289-2222"
"197","DONNALEE'S","701 W INDIANA AVE","SOUTH BEND","IN","46613","(574) 237-9811"
"198","HONKER'S RESTAURANT","3939 S MICHIGAN ST","SOUTH BEND","IN","46614","(574) 291-2115"
"199","POLITO'S ITALIAN RESTAURANT","401 N HICKORY RD","SOUTH BEND","IN","46615","(574) 243-5385"
"200","IN YER FACE BBQ","1418 N ELMER ST","SOUTH BEND","IN","46628","(574) 229-7401"
"201","GRACE UNITED METH. CHURCH","3012 S TWYCKENHAM DR","SOUTH BEND","IN","46614-2118","(574) 288-4789"
"202","DOMINO'S PIZZA","1627 EDISON RD","SOUTH BEND","IN","46637","(574) 271-0300"
"203","ALLIE'S AMERICAN GRILL","123 N SAINT JOSEPH ST","SOUTH BEND","IN","46601","(574) 234-2000"
"204","MONROE PRIMARY SCHOOL","312 DONMOYER AVE","SOUTH BEND","IN","46614","(574) 231-5837"
"205","PERLEY FINE ARTS SCHOOL","740 N EDDY ST","SOUTH BEND","IN","46617","(574) 283-8741"
"206","HOLINESS CHURCH OF GOD","1635 LINDEN AVE","SOUTH BEND","IN","46628","(574) 232-1704"
"209","JAVIER'S BISTRO","2007 MIAMI ST","SOUTH BEND","IN","46614","(574) 222-2917"
"210","FALCON EXPRESS","3417 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 855-1429"
"211","GOLDEN DRAGON CHINESE REST","3302 PORTAGE AVE","SOUTH BEND","IN","46628","(574) 243-8800"
"213","PRIYA & LUCKY","5307 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 288-6009"
"214","ROSALES PLAZA","2812 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 326-9796"
"216","REIN JUICERY","2036 SOUTH BEND AVE","SOUTH BEND","IN","46637","(574) 520-1874"
"217","RIVER CITY CAFE","321 E WALTER ST","SOUTH BEND","IN","46614","(574) 299-4768"
"218","PURPLE PORCH CO-OP, INC","123 N HILL ST","SOUTH BEND","IN","46617","(574) 287-6724"
"221","SOUTH BEND BREW WERKS","216 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 334-0356"
"222","TORTILLERIA EL SOL","2521 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 340-9933"
"224","MITCH'S SECOND BASE SPORTS BAR","4407 S IRONWOOD DR","SOUTH BEND","IN","46614","(574) 532-7022"
"225","BORDER'S DAIRY QUEEN","1847 LINCOLN WAY E","SOUTH BEND","IN","46613-3422","(574) 287-3952"
"226","HOPE MINISTRIES","432 S LAFAYETTE BLVD","SOUTH BEND","IN","46601","(574) 235-4150"
"228","KROGER J-903","1217 E IRELAND RD","SOUTH BEND","IN","46614-3448","(574) 291-0666"
"229","LONG JOHN SILVER'S #40","4949 W WESTERN AVE","SOUTH BEND","IN","46601","(812) 482-3212"
"230","BURGER KING # 8448","3403 PORTAGE AVE","SOUTH BEND","IN","46628","(574) 277-4600"
"231","SOUTH BEND CHOCOLATE CO.","122 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 233-2577"
"232","FRANK'S PLACE","327 W MARION ST","SOUTH BEND","IN","46601-1148","(574) 232-2277"
"233","BAKER'S DOZEN BAKESHOP","2909 W SAMPLE ST","SOUTH BEND","IN","46619","(574) 289-9559"
"235","CATERING BY BILLIE","407 S EDDY ST","SOUTH BEND","IN","46617","(574) 234-3663"
"236","GOOD SHEPHERD LUTHERAN CHURCH","1021 MANCHESTER DR","SOUTH BEND","IN","46615","(574) 232-9418"
"237","SOUTH SIDE FOOD MART","1637 KEMBLE AVE","SOUTH BEND","IN","46613","(574) 222-2372"
"238","MC DONALD'S 3206","5021 W WESTERN AVE","SOUTH BEND","IN","46601","(574) 400-0775"
"240","KING'S EXPRESS","3601 EDISON RD","SOUTH BEND","IN","46615","(574) 271-8811"
"241","MC DONALD'S 2982","3221 LINCOLN WAY W","SOUTH BEND","IN","46628-1450","(574) 400-0775"
"243","LACOPOS PIZZERIA","3004 ARDMORE TRL","SOUTH BEND","IN","46628-1927","(574) 233-5331"
"245","RILEY HIGH SCHOOL","1902 FELLOWS ST","SOUTH BEND","IN","46613","(574) 283-8541"
"246","LEEPER PARK TENNIS CENTER","837 N LAFAYETTE BLVD","SOUTH BEND","IN","46601","(574) 235-9405"
"248","GOODWILL INDUSTRIES OF MICHIAN","1805 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 472-7300"
"249","FIRST BAPTIST CHURCH OF S.B.","3010 S IRONWOOD DR","SOUTH BEND","IN","46614","(574) 294-4141"
"254","MACRI'S BAKERY & DELI","214 N NILES AVE","SOUTH BEND","IN","46617","(574) 282-1010"
"255","CHRIST TEMPLE APOSTOLIC SOUP K","2307 ELWOOD AVE","SOUTH BEND","IN","46628","(574) 233-3892"
"256","DUCOMB CENTER","4161 LATHROP ST","SOUTH BEND","IN","46628","(574) 236-2137"
"258","LE PEEP","127 S MICHIGAN ST","SOUTH BEND","IN","46601","(574) 288-7337"
"259","AMERICAN LEGION POST 303","2503 MISHAWAKA AVE","SOUTH BEND","IN","46615","(574) 287-0057"
"262","MEJORANDO TU FIGURA","1110 W WESTERN AVE","SOUTH BEND","IN","46601","(574) 261-1585"
"263","KITCHEN SKATE PARK","3300 W SAMPLE ST","SOUTH BEND","IN","46619","(574) 217-8986"
"265","APPLEBEE'S NEIGHBORHOOD BAR &","3703 PORTAGE AVE","SOUTH BEND","IN","46628","(574) 277-2640"
"266","BURGER KING #6622","1113 E IRELAND RD","SOUTH BEND","IN","46614","(574) 291-4300"
"267","MANGO CAFE LLC.","1740 SOUTH BEND AVE","SOUTH BEND","IN","46637","(574) 607-1877"
"268","BYERS SOFTBALL COMPLEX","1300 S MAYFLOWER RD","SOUTH BEND","IN","46619","(574) 282-1449"
"271","BOOTLEG'ERS","1302 FORD ST","SOUTH BEND","IN","46619","(574) 234-0744"
"272","LA ROSITA","2909 W WESTERN AVE","SOUTH BEND","IN","46619","(574) 246-0445"
"273","BIG ED'S AND ANGIE'S","2227 FRANKLIN ST","SOUTH BEND","IN","46613","(574) 232-3444"
"276","IMMANUEL UNITED METHODIST","1211 W EWING AVE","SOUTH BEND","IN","46613","(574) 000-0000"
"278","OUR LADY OF HUNGARY SCHOOL","735 W CALVERT ST","SOUTH BEND","IN","46613","(574) 287-1700"
"280","SAINT MATTHEW CATHEDRAL SCHOOL","1015 E DAYTON ST","SOUTH BEND","IN","46613","(574) 289-4535"
"282","PAPA JOHN'S #5","928 S MAYFLOWER RD","SOUTH BEND","IN","46619","(502) 935-6329"
"283","KENNEDY PRIMARY ACADEMY","609 N OLIVE ST","SOUTH BEND","IN","46624","(574) 283-7463"
"285","PAPA JOHN'S #2","1811 S IRONWOOD DR","SOUTH BEND","IN","46614","(574) 233-7272"
"287","SIMERI'S OLD TOWN TAP INC","1505 W INDIANA AVE","SOUTH BEND","IN","46613","(574) 289-1361"
"288","BELIEVERS C.O.G.I.C.","2049 PRAIRIE AVE","SOUTH BEND","IN","46613","(574) 233-3353"
"291","LASALLE GRILL","115 W COLFAX AVE","SOUTH BEND","IN","46601","(574) 288-1155"
"297","MC DONALD'S 6097","1850 LINCOLN WAY E","SOUTH BEND","IN","46613-3423","(574) 287-9843"
"298","FIRST BRETHREN CHURCH","4909 S IRONWOOD DR","SOUTH BEND","IN","46614","(574) 291-4909"
